UNIQUE_CARRIER_NAME,YEAR,QUARTER,Overall - OP_EXPENSES,Overall - OP_PROFIT_LOSS,Overall - OP_REVENUES,Rev - CHARTER_PAX,Rev - CHARTER_PROP,Rev - MAIL,Rev - MISC_OP_REV,Rev - PROP_BAG,Rev - PROP_FREIGHT,Rev - PUB_SVC_REVENUE,Rev - RES_CANCEL_FEES,Rev - TOTAL_CHARTER,Rev - TOTAL_MISC_REV,Rev - TOTAL_PROPERTY,Rev - TRANS_REVENUE,Rev - TRANS_REV_PAX,Exp - AIRCFT_SERVICES,Exp - FLYING_OPS,Exp - GENERAL_ADMIN,Exp - GENERAL_SERVICES,Exp - MAINTENANCE,Exp - PAX_SERVICE,Exp - PROMOTION_SALES,Exp - TRANS_EXPENSES
               JetBlue Airways               ,2005-01-01T00:00:00Z,1,348442.22,25780.03,374222.24,44.6,NA,554.56,NA,902.59,216,NA,7550.72,44.6,7550.72,1118.59,7069.47,357884.3,66539.1,143761.18,23315.8,NA,31053.19,27676.47,30208.9,1564.57
           Southwest Airlines Co.            ,2005-01-01T00:00:00Z,1,1557313,106193,1663506,5458,NA,10985,72926,873,22899,NA,NA,5458,72926,23772,3249,1547116,315954,583028,101110,NA,166249,138765,138058,3150
              Spirit Air Lines               ,2005-01-01T00:00:00Z,1,142220.65,-5260.26,136960.39,NA,NA,57.62,4896.65,NA,38.41,NA,NA,NA,4896.65,38.41,NA,131967.71,24958.01,67697.43,4876.07,NA,21436.98,6396.45,14080.06,NA
         Federal Express Corporation         ,2006-01-01T00:00:00Z,1,3527226,321665,3848891,NA,7259,846,7565,NA,1909967,NA,NA,7259,7565,1909967,1923254,NA,280497,739969,260669,NA,347068,NA,24233,1767201
               JetBlue Airways               ,2006-01-01T00:00:00Z,1,515435.07,-24907.13,490527.94,165.62,NA,850.22,23.32,1531.15,294,NA,9726.11,165.62,9749.42,1825.15,14688.95,463248.59,96591.31,240566.35,26463.58,NA,42453.35,37499.24,34733.13,3203.08
           Southwest Airlines Co.            ,2006-01-01T00:00:00Z,1,1921333,98119,2019452,4438,NA,8494,81086,4988,27041,NA,NA,4438,81086,32029,3821,1889584,352657,862105,105971,NA,177596,141691,154770,3221
              Spirit Air Lines               ,2006-01-01T00:00:00Z,1,123177.06,-8343.85,114833.21,NA,NA,NA,3728.84,NA,NA,NA,NA,NA,3728.84,NA,NA,111104.37,21503.76,68736.83,3669.83,NA,11502.28,5495.93,9804,NA
            United Air Lines Inc.            ,2006-01-01T00:00:00Z,1,3111165,-105350,3005815,2446,NA,15439,7370,5756,26580,NA,76342,2446,83712,32336,893209,1978673,392428,880230,171518,NA,321846,184958,227692,805934
            Alaska Airlines Inc.             ,2007-01-01T00:00:00Z,1,612095,-31770,580325,624,NA,6750,4359,2712,10389,1400,11671,624,16030,13101,78670,463750,168108,230019,34982,NA,55291,45649,42759,5145
            Delta Air Lines Inc.             ,2007-01-01T00:00:00Z,1,2937600,211395,3148995,12068,NA,75,87830,19540,43291,NA,313,12068,88143,62831,1095620,1890258,381292,762219,163241,NA,209465,196537,210076,833023
         Federal Express Corporation         ,2007-01-01T00:00:00Z,1,3519322,310277,3829599,NA,6468,629,7508,NA,1963790,NA,NA,6468,7508,1963790,1851204,NA,271901,761141,308746,NA,348206,NA,8557,1705540
               JetBlue Airways               ,2007-01-01T00:00:00Z,1,621438.51,-13258.76,608179.75,299.56,NA,2845.63,1275.94,3778.97,407.03,NA,16812.9,299.56,18088.84,4186,20530.63,562229.1,113205.84,295242.1,26648.48,NA,48907.24,43893.81,44834.87,6347.63
           Southwest Airlines Co.            ,2007-01-01T00:00:00Z,1,2113760,83797,2197557,3805,NA,442,116376,5135,29816,NA,NA,3805,116376,34951,3905,2038078,385721,936715,130435,NA,209656,154098,158770,3712
              Spirit Air Lines               ,2007-01-01T00:00:00Z,1,126433.46,15242.31,141675.77,NA,NA,NA,9375.49,NA,NA,NA,NA,NA,9375.49,NA,NA,132300.28,22242.16,77245.93,-314.77,NA,8823.65,6309.31,10757.74,NA
            Alaska Airlines Inc.             ,2008-01-01T00:00:00Z,1,722204,-64030,658174,893,NA,7063,5543,2960,12078,1429,13528,893,19071,15038,87186,527494,181872,309241,40954,NA,64873,47129,39690,5050
         Federal Express Corporation         ,2008-01-01T00:00:00Z,1,3827518.03,366178.97,4193697,NA,7410,1778,8780,NA,2224810,NA,NA,7410,8780,2224810,1950919,NA,282991,945264,312379,NA,367313.03,NA,8191,1784971
               JetBlue Airways               ,2008-01-01T00:00:00Z,1,798293.06,18004.41,816297.47,1137.32,NA,3294.47,3868.21,4410.43,565.5,NA,24970.24,1137.32,28838.44,4975.93,29566.29,748485.02,129846.85,424339.29,34980.73,NA,58760.87,41886.74,55673.32,7971.11
           Southwest Airlines Co.            ,2008-01-01T00:00:00Z,1,2441783,87819,2529602,11463,NA,NA,138610,5934,33867,NA,NA,11463,138610,39801,3952,2335776,421228,1146592,157919,NA,221984,171429,173175,3760
              Spirit Air Lines               ,2008-01-01T00:00:00Z,1,150390,10592,160982,NA,NA,NA,15788,NA,NA,NA,4398,NA,20186,NA,NA,140796,22629,93719,6770,NA,9700,7077,9479,NA
            Alaska Airlines Inc.             ,2009-01-01T00:00:00Z,1,597483,4564,602047,2901,NA,6479,6450,4908,11528,1619,14887,2901,21337,16436,84107,469168,104629,191696,45284,NA,71066,48966,33620,63696
         Federal Express Corporation         ,2009-01-01T00:00:00Z,1,3200900,125186,3326086,NA,3194,1427,4725,NA,1589412,NA,NA,3194,4725,1589412,1727328,NA,261792,583289,276537,NA,277673,NA,8889,1665999
               JetBlue Airways               ,2009-01-01T00:00:00Z,1,676709.43,64420.3,741129.72,415.44,NA,2439.52,3859.51,11879.81,1322.82,NA,30332.64,415.44,34192.14,13202.63,32044.57,658835.42,129429.11,309078.23,35104.25,NA,57307.64,37200.65,49024.76,8855.19
              Spirit Air Lines               ,2009-01-01T00:00:00Z,1,111615,24578,136193,NA,NA,NA,7425,11926,NA,NA,4661,NA,12086,11926,1090,111091,21716,62019,6223,NA,7553,6104,7160,NA
            Alaska Airlines Inc.             ,2010-01-01T00:00:00Z,1,642154,70257,712411,2253,105,7334,6945,20265,14381,2073,12923,2358,19868,34646,118467,527665,93514,236164,50246,NA,63463,46257,38466,72611
            Delta Air Lines Inc.             ,2010-01-01T00:00:00Z,1,4408497,233675,4642172,63270,NA,-1033,140326,217187,44651,NA,109170,63270,249496,261838,1489739,2578862,772762,1298914,128080,NA,367949,334650,350551,922401
         Federal Express Corporation         ,2010-01-01T00:00:00Z,1,3358866,225344,3584210,NA,1756,356,10590,NA,1792408,NA,NA,NA,NA,NA,1779100,NA,261461,683292,292454,NA,302848,NA,12620,1671256
               JetBlue Airways               ,2010-01-01T00:00:00Z,1,725001.06,13419.86,738420.92,464.09,NA,1471.53,2628.67,11936.2,1412.91,NA,22335.95,464.09,24964.62,13349.11,33471.46,664700.11,140321.95,326389.07,49355.3,NA,58417.17,38695.34,55236.38,7759.37
           Southwest Airlines Co.            ,2010-01-01T00:00:00Z,1,2575560,54478,2630038,8301,NA,NA,160665,6872,29793,NA,NA,8301,160665,36665,4773,2419634,439753,1212326,162809,NA,249090,182421,171606,3945
              Spirit Air Lines               ,2010-01-01T00:00:00Z,1,128741,19421,148162,NA,NA,NA,14817,12907,NA,NA,4473,NA,19290,12907,1147,114818,22095,75286,6904,NA,8786,6582,8275,NA
            Alaska Airlines Inc.             ,2011-01-01T00:00:00Z,1,846319,50637,896956,1607,106,8422,23204,32806,15678,2100,3533,NA,NA,NA,208436,601064,101222,320392,50769,NA,58552,53400,45466,171339
            Delta Air Lines Inc.             ,2011-01-01T00:00:00Z,1,4857394,267339,5124733,84803,0,3756,175311,197971,56777,0,122565,NA,NA,NA,1617159,2866391,805825,1539994,75213,NA,443128,385364,349079,1037461
         Federal Express Corporation         ,2011-01-01T00:00:00Z,1,3690987,552654,4243641,NA,2347,407,11223,NA,2190271,NA,NA,NA,NA,NA,2039393,NA,282066,798048,291792,NA,384868,NA,14035,1778144
               JetBlue Airways               ,2011-01-01T00:00:00Z,1,841694.37,124.51,841818.87,256.16,0,739.13,3169.52,11936.04,1965.47,0,25355.35,NA,NA,NA,46128.33,752268.86,152308.39,421290.16,39214.63,NA,71362.93,41766.32,59054.8,9220.16
           Southwest Airlines Co.            ,2011-01-01T00:00:00Z,1,2988795,114098,3102893,7160,0,0,205215,7339,31345,0,0,NA,NA,NA,5581,2846253,494574,1453405,171524,NA,309731,207588,194276,2105
              Spirit Air Lines               ,2011-01-01T00:00:00Z,1,166506.74,21716.94,188223.69,0,0,0,26563.14,22835.15,0,0,4936.75,NA,NA,NA,1472.66,132415.99,24327.14,105583.56,7339.45,0,9777.4,7642.63,10883.19,0
            Alaska Airlines Inc.             ,2012-01-01T00:00:00Z,1,917980,49773,967753,3875,118,7068,22866,30147,16501,2358,6800,NA,NA,NA,221524,656497,112627,363150,55557,NA,60727,57533,45996,175058
            Delta Air Lines Inc.             ,2012-01-01T00:00:00Z,1,5046714,548872,5595586,130539,0,6791,269727,198352,54804,0,124181,NA,NA,NA,1739443,3071749,793808,1581884,111617,NA,473811,381352,385245,1071258
         Federal Express Corporation         ,2012-01-01T00:00:00Z,1,3815743,914155,4729896,NA,3154,175,7563,NA,2483890,NA,NA,NA,NA,NA,2235114,NA,295000,877722,326649,NA,340453,NA,14991,1807522
               JetBlue Airways               ,2012-01-01T00:00:00Z,1,960951.7,35142.28,996093.99,996.76,0,11.71,3838.44,14141.24,2029.28,0,28476.25,NA,NA,NA,39058.85,907541.46,161108.89,490669.64,42906.9,NA,103918.85,44476.36,57766.96,8957.52
           Southwest Airlines Co.            ,2012-01-01T00:00:00Z,1,3285329,28190,3313519,6417,0,0,234860,7716,36890,0,0,NA,NA,NA,6842,3020794,508807,1656123,212495,NA,316456,211784,191872,1961
              Spirit Air Lines               ,2012-01-01T00:00:00Z,1,225667.08,31809.68,257476.76,0,0,0,53567.06,32471.36,0,0,5819.96,NA,NA,NA,1897.32,163721.06,30130.52,144771.76,12601.62,0,12486.51,10463.18,13604.75,0
            Alaska Airlines Inc.             ,2013-01-01T00:00:00Z,1,976397,83358,1059755,1521,124,7168,24872,18914,17414,2400,19977,NA,NA,NA,236944,730423,107969,388701,64607,NA,63643,61295,45095,193067
         Federal Express Corporation         ,2013-01-01T00:00:00Z,1,3800934,946184,4747118,NA,728,213,11168,NA,2506487,NA,NA,NA,NA,NA,2228523,NA,320617,876649,319099,NA,302682,NA,13206,1788561
               JetBlue Airways               ,2013-01-01T00:00:00Z,1,1053191.89,8769.08,1061960.97,549.47,0,0,3962.74,14628.92,2604.8,0,30027.46,NA,NA,NA,40151.81,970035.76,178933.39,529198.45,42778.75,NA,126420.47,48449.68,62602.89,7723.75
           Southwest Airlines Co.            ,2013-01-01T00:00:00Z,1,3964494,69323,4033817,15348,0,0,120349,42201,38054,0,9140,NA,NA,NA,10416,3798309,620378,2002489,241539,NA,427723,252404,207141,7108
              Spirit Air Lines               ,2013-01-01T00:00:00Z,1,281313.73,43559.68,324873.41,0,0,0,69377.26,41869.26,0,0,6982.9,NA,NA,NA,2270.58,204373.4,8548.26,176486.68,52472.63,0,18187.76,14852.34,5219.54,0
            Alaska Airlines Inc.             ,2014-01-01T00:00:00Z,1,1015036,144261,1159297,1521,149,6200,28230,23265,16481,2518,22149,NA,NA,NA,260085,798699,122479,394470,62910,NA,62234,64726,54806,199627
           American Airlines Inc.            ,2014-01-01T00:00:00Z,1,3363381,347039,3710420,773,0,1064,10400,70441,36298,0,76841,NA,NA,NA,655927,2858676,473040,1497145,61023,NA,355818,224914,217541,432459
            Delta Air Lines Inc.             ,2014-01-01T00:00:00Z,1,5588360,439287,6027647,88194,0,10524,318482,190640,49271,0,146297,NA,NA,NA,1596646,3627593,890637,1743036,130653,NA,443120,409061,383985,1294863
         Federal Express Corporation         ,2014-01-01T00:00:00Z,1,3858013,704234,4562247,NA,2113,247,9553,NA,2429210,NA,NA,NA,NA,NA,2121124,NA,330150,858969,301931,NA,356980,NA,11912,1798097
           Southwest Airlines Co.            ,2014-01-01T00:00:00Z,1,3894193,212335,4106528,14379,0,0,138468,21057,39285,0,1882,NA,NA,NA,14965,3876492,650177,1877306,261061,NA,387538,271574,213237,15019
              Spirit Air Lines               ,2014-01-01T00:00:00Z,1,337584.54,53538.24,391122.78,0,0,0,86933.25,50580.41,0,0,8122.58,NA,NA,NA,2526.74,242959.8,22386.99,208834.35,43798.4,0,21930.3,14121.06,16582.56,0
            Alaska Airlines Inc.             ,2015-01-01T00:00:00Z,1,963731,228805,1192536,1377,158,6118,33234,21815,15431,2487,22336,NA,NA,NA,261217,828364,129709,297098,70241,NA,70617,79062,62383,196046
           American Airlines Inc.            ,2015-01-01T00:00:00Z,1,3178265.7,494979.05,3673244.75,2920.19,0,1576.51,53446.48,89416.33,18980.58,0,92736.02,NA,NA,NA,651522.01,2762646.63,313623.13,1069649.67,490102.98,0,342824.96,242225.16,161897.44,423254.77
            Delta Air Lines Inc.             ,2015-01-01T00:00:00Z,1,5451724,1017021,6468745,92403,0,12549,365745,203486,53796,0,151574,NA,NA,NA,1588323,4000869,917930,1595254,208172,NA,452698,455535,402646,1105119
         Federal Express Corporation         ,2015-01-01T00:00:00Z,1,3669919,976843,4646762,NA,4010,194,9968,NA,2310104,NA,NA,NA,NA,NA,2322486,NA,316499,651935,301641,NA,365033,NA,9429,1838409
               JetBlue Airways               ,2015-01-01T00:00:00Z,1,1071353.74,133817.36,1205171.1,984.78,0,0,4815.15,17361.94,3477.55,0,33668.87,NA,NA,NA,30401.57,1114461.23,223073.64,450832.45,47222.4,NA,120570.04,81569.96,75618.61,728.91
           Southwest Airlines Co.            ,2015-01-01T00:00:00Z,1,3584873,769791,4354664,12197,0,0,149342,9975,43262,0,0,NA,NA,NA,18088,4121800,706352,1472608,248116,NA,378019,297485,224189,19569
              Spirit Air Lines               ,2015-01-01T00:00:00Z,1,347613.92,98872.32,446486.24,0,0,0,109444.32,58958.99,0,0,9671.09,NA,NA,NA,0,268411.85,28804.02,190918.38,54044.66,0,24696.2,17150,18549.91,0
            United Air Lines Inc.            ,2015-01-01T00:00:00Z,1,4568933.73,343086.57,4912020.3,32470.2,0,22247.47,6419.3,75895.08,34820.59,0,96774.85,NA,NA,NA,1724471.37,2918921.44,756450.61,1152522.42,307301.66,NA,355081.13,247108.45,184199.88,1365601.36
            Alaska Airlines Inc.             ,2016-01-01T00:00:00Z,1,975901,285442,1261342,1827,175,6466,31642,27893,15628,2469,25110,NA,NA,NA,299663,850469,143806,248937,80513,NA,73802,88528,61432,211444
           American Airlines Inc.            ,2016-01-01T00:00:00Z,1,5050171.71,631720.29,5681892,10362.37,0,2480.37,73402.92,159041.45,19745.76,0,142908.66,NA,NA,NA,801780.5,4472169.96,584579.68,1461462.41,631101,0,553741,415730.3,224561.57,972407.3
            Delta Air Lines Inc.             ,2016-01-01T00:00:00Z,1,5579248,1141120,6720368,59890,0,10268,407949,206345,51769,0,155378,NA,NA,NA,1705977,4122792,979892,1327720,360337,NA,507616,490937,426822,1154268
         Federal Express Corporation         ,2016-01-01T00:00:00Z,1,3645259,1122114,4767373,NA,898,102,12360,NA,2312899,NA,NA,NA,NA,NA,2441114,NA,306131,599158,297587,NA,384067,NA,8590,1870851
               JetBlue Airways               ,2016-01-01T00:00:00Z,1,1054103.45,237552.81,1291656.26,358.25,0,0,4526.59,46315.06,-11.99,0,29908.89,NA,NA,NA,27833.01,1182726.46,228642.98,378934.75,48029.73,NA,142770.78,97652.75,83067.81,276.59
           Southwest Airlines Co.            ,2016-01-01T00:00:00Z,1,3806799,925408,4732207,12241,0,0,341471,10053,41329,0,0,NA,NA,NA,15105,4312008,744784,1477001,291896,NA,426453,323383,237561,21828
              Spirit Air Lines               ,2016-01-01T00:00:00Z,1,399711.81,92688.95,492400.76,0,0,0,112568.73,93895.55,0,0,9741.66,NA,NA,NA,871.61,275323.22,34527.8,177466.44,85766.66,0,29135.23,30687.34,20983.97,0
            United Air Lines Inc.            ,2016-01-01T00:00:00Z,1,4380400.52,585191.57,4965592.08,30118.73,NA,19748.99,5888.39,80400.14,29133.25,NA,90551.15,NA,NA,NA,1872099.43,2837652.02,762146.35,978520.5,412868.24,NA,355192.74,261975.17,203618.69,1189174.92
            Alaska Airlines Inc.             ,2017-01-01T00:00:00Z,1,1093925,208686,1302611,1198,151,7557,32608,27940,15220,2398,24444,NA,NA,NA,318083,873013,159205,313509,83460,NA,77477,96793,71899,234237
           American Airlines Inc.            ,2017-01-01T00:00:00Z,1,6267714.62,671079.28,6938793.9,1760.65,0,3817.25,47518.87,178170,25075.56,0,144812.08,NA,NA,NA,2017342.49,4520297,666210.66,1724449.24,703270.48,0,624612.53,458863.75,245008.52,1589177.01
            Delta Air Lines Inc.             ,2017-01-01T00:00:00Z,1,5942062,759872,6701934,52111,0,12267,441550,203507,51759,0,153000,NA,NA,NA,1648610,4139130,1015228,1445456,251676,NA,564343,546947,450206,1293067
         Federal Express Corporation         ,2017-01-01T00:00:00Z,1,3887824,1270404,5158228,NA,1259,83,24661,NA,2509326,NA,NA,NA,NA,NA,2622899,NA,308039,656315,311066,NA,415653,NA,12393,1992640
               JetBlue Airways               ,2017-01-01T00:00:00Z,1,1206381.06,86180.95,1292562.02,-395.23,0,0,3620.43,49691.94,5.62,0,27312.47,NA,NA,NA,41664.57,1170662.24,245799.81,458621.42,78781.88,NA,155604.31,104610.76,77443.01,292.56
           Southwest Airlines Co.            ,2017-01-01T00:00:00Z,1,4135504,644137,4779641,10314,0,0,373199,10199,40571,0,0,NA,NA,NA,14357,4331001,803496,1638104,341672,NA,414612,340750,260659,24988
              Spirit Air Lines               ,2017-01-01T00:00:00Z,1,490817.74,54771.67,545589.41,0,0,0,127824.69,102256.98,0,0,10400.43,NA,NA,NA,834.57,304272.74,41163.41,237708.49,92487.79,0,37298.56,28677.21,24431.33,0
            United Air Lines Inc.            ,2017-01-01T00:00:00Z,1,4805558.97,317175.37,5122734.34,29205.67,NA,22015.95,1575.07,87351.55,36256.62,NA,90679.98,NA,NA,NA,1825141.6,3030507.89,919709.27,1133878.95,343720.23,NA,448138.24,329148.81,227514.4,1157808.94
            Alaska Airlines Inc.             ,2018-01-01T00:00:00Z,1,1718161,19610,1737771,1621,173,8726,37096,45628,16225,2543,40378,NA,NA,NA,330014,1255367,234901,603504,150727,NA,133346,124141,105913,293462
           American Airlines Inc.            ,2018-01-01T00:00:00Z,1,6846925.28,343457.44,7190382.72,568.3,0,4200.31,449660.14,187909.6,22863.72,0,146865.54,NA,NA,NA,1730302.18,4648012.91,703559.56,1991212.89,780665.74,0,619828.89,498100.29,270450.81,1704011.41
            Delta Air Lines Inc.             ,2018-01-01T00:00:00Z,1,6607084,555876,7162960,53272,0,13284,367300,168084,50707,0,161465,NA,NA,NA,1848993.72,4499854.28,848092,1711992,514299,NA,570022,562400,473378,1499976
         Federal Express Corporation         ,2018-01-01T00:00:00Z,1,4131043,1504866,5635909,NA,2345,111,37320,NA,2734736,NA,NA,NA,NA,NA,2861397,NA,334647,711434,354781,NA,423596,NA,13228,2106921
               JetBlue Airways               ,2018-01-01T00:00:00Z,1,1303750.42,55649.44,1359399.85,295.8,0,0,4649.51,54836.63,0,0,29844.41,NA,NA,NA,49410.85,1220362.65,242168.45,526305.37,86336.45,NA,149334.13,118552.44,87289.68,511.52
           Southwest Airlines Co.            ,2018-01-01T00:00:00Z,1,4212613,600095,4812708,8656,0,0,437072,11133,41158,0,0,NA,NA,NA,16839,4297850,843095,1749249,250986,NA,440862,367480,259463,29137
            United Air Lines Inc.            ,2018-01-01T00:00:00Z,1,5277177.07,198246.9,5475423.97,19768.76,NA,19290.93,3531.92,102206.82,44118.94,NA,74586.73,NA,NA,NA,1977356.01,3234563.88,931854.8,1359482.42,337660.9,NA,463136.29,349342.89,267614.8,1319306.23
            Alaska Airlines Inc.             ,2019-01-01T00:00:00Z,1,1751702,32508,1784210,2367,219,9090,22876,65303,19813,2573,47564,NA,NA,NA,379177,1235228,234668,595505,120336,NA,150878,140285,94184,340093
           American Airlines Inc.            ,2019-01-01T00:00:00Z,1,7183735.02,282529.71,7466264.72,2326.4,0,4107.48,460623.18,207210.13,24922.18,0,135019.39,NA,NA,NA,1793084.93,4838971.04,662094.61,2093414.63,821128.95,0,678011.46,530861.79,278984.9,1812273.77
            Delta Air Lines Inc.             ,2019-01-01T00:00:00Z,1,7074907,617061,7691968,69092,0,15151,563161,188299,48794,0,172331,NA,NA,NA,1784902.55,4850237.45,1140558,1855361,305654,NA,445502,618926,498115,1775797
         Federal Express Corporation         ,2019-01-01T00:00:00Z,1,4247776,1462407,5710183,NA,1117,22,25493,NA,2742513,NA,NA,NA,NA,NA,2941038,NA,354917,719607,330524,NA,431730,NA,12418,2193769
               JetBlue Airways               ,2019-01-01T00:00:00Z,1,1395504.65,63787.86,1459292.5,226.35,0,0,4526.92,64329.41,15.71,0,34168.52,NA,NA,NA,56348.95,1299676.64,258740.3,576668.06,95544.34,NA,158469.93,124928.14,84581.55,293.18
           Southwest Airlines Co.            ,2019-01-01T00:00:00Z,1,4498879,489134,4988013,6515,0,0,503767,11649,40940,0,0,NA,NA,NA,34740,4390402,856045,1794269,370695,NA,527711,386072,245539,31445
              Spirit Air Lines               ,2019-01-01T00:00:00Z,1,675832.69,77267.86,753100.55,0,0,0,168693.12,154935.41,0,0,12587.4,NA,NA,NA,1600.51,415284.12,58146.11,344197.06,115674.24,0,42660.41,39083.33,31432.65,0
